"No.","Time","Source","Destination","Protocol","Length","Info"
"613","177.903633673","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x8fd3 A mobile.events.data.microsoft.com.localdomain"
"614","179.332581530","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xaa6b A mobile.events.data.microsoft.com"
"615","179.332675483","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xe64c HTTPS mobile.events.data.microsoft.com"
"616","179.876254492","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc724 A mobile.events.data.microsoft.com"
"617","180.244611492","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"618","180.344716163","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2d36 A mobile.events.data.microsoft.com"
"619","180.344890347","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x66d5 HTTPS mobile.events.data.microsoft.com"
"620","180.899603385","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xcf5c A mobile.events.data.microsoft.com"
"621","180.899685289","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1a5b AAAA mobile.events.data.microsoft.com"
"622","182.366209823","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc66c A mobile.events.data.microsoft.com"
"623","184.880267886","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x0de8 A mobile.events.data.microsoft.com.localdomain"
"624","185.244944701","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"625","185.380242089","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"626","185.380341354","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"627","185.904397708","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x551b A mobile.events.data.microsoft.com.localdomain"
"628","185.904470724","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xf11c AAAA mobile.events.data.microsoft.com.localdomain"
"629","187.368688208","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc66c A mobile.events.data.microsoft.com"
"630","188.366960765","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8ce5 A mobile.events.data.microsoft.com"
"631","189.898467398","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x0de8 A mobile.events.data.microsoft.com.localdomain"
"632","190.254968364","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"633","190.909050622","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x551b A mobile.events.data.microsoft.com.localdomain"
"634","190.909181348","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xf11c AAAA mobile.events.data.microsoft.com.localdomain"
"635","192.375834223","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"636","192.375927650","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3f77 A mobile.events.data.microsoft.com.localdomain"
"637","193.368694481","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8ce5 A mobile.events.data.microsoft.com"
"638","194.494348720","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"639","196.615602663","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"640","197.388207699","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3f77 A mobile.events.data.microsoft.com.localdomain"
"641","198.375303390","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xce37 A mobile.events.data.microsoft.com.localdomain"
"642","198.738980427","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"643","200.380201647","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x07af A mobile.events.data.microsoft.com"
"644","200.860110734","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"645","202.406166321","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x66a1 A mobile.events.data.microsoft.com"
"646","202.406298348","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xabad HTTPS mobile.events.data.microsoft.com"
"647","202.981038337","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"648","203.380801827","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xce37 A mobile.events.data.microsoft.com.localdomain"
"649","203.426950152","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x85d1 A mobile.events.data.microsoft.com"
"650","203.427367451","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1b1a HTTPS mobile.events.data.microsoft.com"
"651","205.103689811","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"652","205.391255106","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x07af A mobile.events.data.microsoft.com"
"653","205.454552642","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa86c A mobile.events.data.microsoft.com"
"654","207.216146070","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"655","209.325937587","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"656","210.398774820","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x4f33 A mobile.events.data.microsoft.com.localdomain"
"657","210.461408104","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa86c A mobile.events.data.microsoft.com"
"658","211.436271910","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"659","211.464671677","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6f7a A mobile.events.data.microsoft.com"
"660","213.586830520","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"661","215.418790501","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x4f33 A mobile.events.data.microsoft.com.localdomain"
"662","215.466579385","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x9be1 A mobile.events.data.microsoft.com.localdomain"
"663","215.667411353","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"664","216.465158531","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6f7a A mobile.events.data.microsoft.com"
"665","216.619166131","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"666","216.619672365","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"667","217.778811024","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"668","219.235493484","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"669","219.236218254","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"670","219.237122834","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"671","219.237526863","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"672","219.238082794","fe80::e62b:d1db:2bd6:4437","ff02::1:3","LLMNR","95","Standard query 0x681f A BRW4C82A94B53F9"
"673","219.238097423","192.168.153.1","224.0.0.252","LLMNR","75","Standard query 0x681f A BRW4C82A94B53F9"
"674","219.350398578","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"675","219.351026724","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"676","219.352230556","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"677","219.352534178","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"678","219.353075579","fe80::e62b:d1db:2bd6:4437","ff02::1:3","LLMNR","95","Standard query 0xc30f A BRW4C82A94B53F9"
"679","219.353075730","192.168.153.1","224.0.0.252","LLMNR","75","Standard query 0xc30f A BRW4C82A94B53F9"
"680","220.472799549","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x9be1 A mobile.events.data.microsoft.com.localdomain"
"681","221.471680970","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"682","221.471845395","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xee4c A mobile.events.data.microsoft.com.localdomain"
"683","223.469663351","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x3fe9 A mobile.events.data.microsoft.com"
"684","223.624330071","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"685","225.706266684","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"686","226.484391467","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xee4c A mobile.events.data.microsoft.com.localdomain"
"687","227.826650452","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"688","228.486232707","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x3fe9 A mobile.events.data.microsoft.com"
"689","229.942085661","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"690","233.491894043","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xfdf4 A mobile.events.data.microsoft.com.localdomain"
"691","235.245058716","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"692","238.500951863","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xfdf4 A mobile.events.data.microsoft.com.localdomain"
"693","240.253609539","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"694","245.243679333","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"695","246.591717069","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x18f1 A mobile.events.data.microsoft.com"
"696","246.591859761","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc11e HTTPS mobile.events.data.microsoft.com"
"697","247.352983366","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"698","247.607272230","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc75c A mobile.events.data.microsoft.com"
"699","247.607499144","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1e22 HTTPS mobile.events.data.microsoft.com"
"700","249.467314591","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"701","249.643405002","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa8b4 A mobile.events.data.microsoft.com"
"702","251.580033510","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"703","251.697145889","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"704","251.698041186","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"705","253.702268849","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"706","254.657352473","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa8b4 A mobile.events.data.microsoft.com"
"707","255.649452909","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2c67 A mobile.events.data.microsoft.com"
"708","255.824521157","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"709","257.934564822","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"710","259.660339696","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x25bc A mobile.events.data.microsoft.com.localdomain"
"711","260.044472950","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"712","260.652261702","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2c67 A mobile.events.data.microsoft.com"
"713","262.154398261","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"714","264.265521723","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"715","264.664778873","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x25bc A mobile.events.data.microsoft.com.localdomain"
"716","265.659787868","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xce90 A mobile.events.data.microsoft.com.localdomain"
"717","266.374583446","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"718","267.650651017","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xace3 A mobile.events.data.microsoft.com"
"719","268.492492069","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"720","269.680702731","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xb0b5 A mobile.events.data.microsoft.com"
"721","269.681155052","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1e94 HTTPS mobile.events.data.microsoft.com"
"722","270.611594653","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"723","270.678642493","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xce90 A mobile.events.data.microsoft.com.localdomain"
"724","270.694377568","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa78e A mobile.events.data.microsoft.com"
"725","270.694697998","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xa70a HTTPS mobile.events.data.microsoft.com"
"726","272.656096300","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xace3 A mobile.events.data.microsoft.com"
"727","272.718981840","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xb15d A mobile.events.data.microsoft.com"
"728","272.739697761","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"729","274.859931495","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"730","276.978488756","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"731","277.662543063","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x14a7 A mobile.events.data.microsoft.com.localdomain"
"732","277.724142623","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xb15d A mobile.events.data.microsoft.com"
"733","278.734449447","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x7a59 A mobile.events.data.microsoft.com"
"734","279.098543085","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"735","281.220209169","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"736","282.667079953","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x14a7 A mobile.events.data.microsoft.com.localdomain"
"737","282.743631458","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x5307 A mobile.events.data.microsoft.com.localdomain"
"738","282.929550512","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"739","282.930067018","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"740","283.342814486","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"741","283.746897792","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x7a59 A mobile.events.data.microsoft.com"
"742","285.462537568","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"743","287.750474606","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x5307 A mobile.events.data.microsoft.com.localdomain"
"744","288.754882644","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x930c A mobile.events.data.microsoft.com.localdomain"
"745","290.251797210","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"746","290.739887426","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x0ca6 A mobile.events.data.microsoft.com"
"747","293.770104963","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x930c A mobile.events.data.microsoft.com.localdomain"
"748","295.250729043","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"749","295.753177792","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x0ca6 A mobile.events.data.microsoft.com"
"750","296.278575291","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x3fb2 A mobile.events.data.microsoft.com"
"751","296.279034037","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xb244 HTTPS mobile.events.data.microsoft.com"
"752","297.302500140","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xd70d A mobile.events.data.microsoft.com"
"753","297.302797231","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x00a7 HTTPS mobile.events.data.microsoft.com"
"754","299.338117924","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6647 A mobile.events.data.microsoft.com"
"755","300.251477337","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"756","300.760528115","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x38fe A mobile.events.data.microsoft.com.localdomain"
"757","302.372253706","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"758","304.345270615","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6647 A mobile.events.data.microsoft.com"
"759","304.494342375","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"760","305.348724521","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf4a5 A mobile.events.data.microsoft.com"
"761","305.780357162","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x38fe A mobile.events.data.microsoft.com.localdomain"
"762","306.614509745","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"763","308.735093964","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"764","309.353570938","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdf1f A mobile.events.data.microsoft.com.localdomain"
"765","310.361492908","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf4a5 A mobile.events.data.microsoft.com"
"766","310.856735781","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"767","312.977207787","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"768","314.361708498","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdf1f A mobile.events.data.microsoft.com.localdomain"
"769","314.407273040","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"770","314.407798466","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"771","315.096844296","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"772","315.380605756","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdc5e A mobile.events.data.microsoft.com.localdomain"
"773","315.828613834","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"774","315.830177658","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"775","315.832838221","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"776","315.833795221","fe80::e62b:d1db:2bd6:4437","ff02::fb","MDNS","101","Standard query 0x0000 A BRW4C82A94B53F9.local, ""QM"" question"
"777","315.835968886","fe80::e62b:d1db:2bd6:4437","ff02::1:3","LLMNR","95","Standard query 0x92f2 A BRW4C82A94B53F9"
"778","315.835969354","192.168.153.1","224.0.0.252","LLMNR","75","Standard query 0x92f2 A BRW4C82A94B53F9"
"779","317.349141508","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8a82 A mobile.events.data.microsoft.com"
"780","317.941994554","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"781","319.365603926","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1858 A mobile.events.data.microsoft.com"
"782","319.365702094","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x568d HTTPS mobile.events.data.microsoft.com"
"783","320.051988945","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"784","320.376883871","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8d55 A mobile.events.data.microsoft.com"
"785","320.377040240","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf8e5 HTTPS mobile.events.data.microsoft.com"
"786","320.389181573","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdc5e A mobile.events.data.microsoft.com.localdomain"
"787","322.160500821","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"788","322.356567371","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8a82 A mobile.events.data.microsoft.com"
"789","322.397824221","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf686 A mobile.events.data.microsoft.com"
"790","324.269576964","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"791","326.379873063","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"792","327.360274354","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x987b A mobile.events.data.microsoft.com.localdomain"
"793","327.400590180","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf686 A mobile.events.data.microsoft.com"
"794","328.400491429","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc51b A mobile.events.data.microsoft.com"
"795","328.488262702","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"796","330.597276558","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"797","332.366155195","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x987b A mobile.events.data.microsoft.com.localdomain"
